Wavelength (nm),n,k
1.056000000000000000e+03,2.503752911764705935e+00,3.210098837991574774e-04
1.057000000000000000e+03,2.503110264705882049e+00,3.000614219234620014e-04
1.058000000000000000e+03,2.502560264705882442e+00,2.803937620756116376e-04
1.059000000000000000e+03,2.502020558823529583e+00,2.623970677560818207e-04
1.060000000000000000e+03,2.501480852941176725e+00,2.452705474065404131e-04
1.061000000000000000e+03,2.500949235294117834e+00,2.291999762259916721e-04
1.062000000000000000e+03,2.500425705882352911e+00,2.144862668445625387e-04
1.063000000000000000e+03,2.499902176470588433e+00,2.004843982248634177e-04
1.064000000000000000e+03,2.499367176470588259e+00,1.873530312972767752e-04
1.065000000000000000e+03,2.498728941176470375e+00,1.753234236507521086e-04
1.066000000000000000e+03,2.498090705882352935e+00,1.638761324393820263e-04
1.067000000000000000e+03,2.497452470588235052e+00,1.531464081844255778e-04
1.068000000000000000e+03,2.496721794117647164e+00,1.433112668072549975e-04
1.069000000000000000e+03,2.495951499999999879e+00,1.339524847569042759e-04
1.070000000000000000e+03,2.495181205882352593e+00,1.251851581547114289e-04
1.071000000000000000e+03,2.494402705882352578e+00,1.171441665793451683e-04
1.072000000000000000e+03,2.493605058823529230e+00,1.094928564515762861e-04
1.073000000000000000e+03,2.492807411764705883e+00,1.023290175752872294e-04
1.074000000000000000e+03,2.492009764705882535e+00,9.575488492604622350e-05
1.075000000000000000e+03,2.491313114285714114e+00,8.949952725163000183e-05
1.076000000000000000e+03,2.490627685714285722e+00,8.364590849484806589e-05
1.077000000000000000e+03,2.489942257142856885e+00,7.827104827456701178e-05
1.078000000000000000e+03,2.489292882352941216e+00,7.315695836521272542e-05
1.079000000000000000e+03,2.488697588235293967e+00,6.837392888319017762e-05
1.080000000000000000e+03,2.488102294117647162e+00,6.397956777811513764e-05
1.081000000000000000e+03,2.487506999999999913e+00,5.979852663879814856e-05
1.082000000000000000e+03,2.486964941176470489e+00,5.589028252922204510e-05
1.083000000000000000e+03,2.486422882352941066e+00,5.229755595809357872e-05
1.084000000000000000e+03,2.485880823529411643e+00,4.887933295159082870e-05
1.085000000000000000e+03,2.485343882352941236e+00,4.568588158829776561e-05
1.086000000000000000e+03,2.484810352941176248e+00,4.274855358125485632e-05
1.087000000000000000e+03,2.484276823529411704e+00,3.995397571284182943e-05
1.088000000000000000e+03,2.483745058823529472e+00,3.734458609341381892e-05
1.089000000000000000e+03,2.483220352941176490e+00,3.494309719615752913e-05
1.090000000000000000e+03,2.482695647058823507e+00,3.265838285206441410e-05
1.091000000000000000e+03,2.482170941176470524e+00,3.052623383478410832e-05
1.092000000000000000e+03,2.481677294117647037e+00,2.856283478391145574e-05
1.093000000000000000e+03,2.481191411764705812e+00,2.669496123544172291e-05
1.094000000000000000e+03,2.480705529411765031e+00,2.495276857933447111e-05
1.095000000000000000e+03,2.480239371428571538e+00,2.334754168566352325e-05
1.096000000000000000e+03,2.479802800000000307e+00,2.182045775756893561e-05
1.097000000000000000e+03,2.479366228571428632e+00,2.039690094873686864e-05
1.098000000000000000e+03,2.478929657142857401e+00,1.908450725529611228e-05
1.099000000000000000e+03,2.478463529411764732e+00,1.783603696544478054e-05
1.100000000000000000e+03,2.477994117647059014e+00,1.667283955391383215e-05
1.101000000000000000e+03,2.477524705882352851e+00,1.559985937451701762e-05
1.102000000000000000e+03,2.476998676470588467e+00,1.457917048290613676e-05
1.103000000000000000e+03,2.476416029411764974e+00,1.362871440711217672e-05
1.104000000000000000e+03,2.475833382352941481e+00,1.275147300228415066e-05
1.105000000000000000e+03,2.475240176470588249e+00,1.191700740625536897e-05
1.106000000000000000e+03,2.474551941176470926e+00,1.114038364225931305e-05
1.107000000000000000e+03,2.473863705882353159e+00,1.042317353464797716e-05
1.108000000000000000e+03,2.473175470588235392e+00,9.740955250086195426e-06
1.109000000000000000e+03,2.472508441176470395e+00,9.106370984527601951e-06
1.110000000000000000e+03,2.471850499999999951e+00,8.519998559444921969e-06
1.111000000000000000e+03,2.471192558823529506e+00,7.962250400263599671e-06
1.112000000000000000e+03,2.470603352941176389e+00,7.443727521150948655e-06
1.113000000000000000e+03,2.470174529411764741e+00,6.964324756565470708e-06
1.114000000000000000e+03,2.469745705882353093e+00,6.508337392742032328e-06
1.115000000000000000e+03,2.469316882352941001e+00,6.084649017918241718e-06
1.116000000000000000e+03,2.469110457142857040e+00,5.692701979251713859e-06
1.117000000000000000e+03,2.468928742857142922e+00,5.319909328736366022e-06
1.118000000000000000e+03,2.468747028571428359e+00,4.973710836457581857e-06
1.119000000000000000e+03,2.468586705882352739e+00,4.653265394108241094e-06
1.120000000000000000e+03,2.468458470588235087e+00,4.348488704402995890e-06
1.121000000000000000e+03,2.468330235294117436e+00,4.065607692843658407e-06
1.122000000000000000e+03,2.468201999999999785e+00,3.803620133547579664e-06
1.123000000000000000e+03,2.467872588235294096e+00,3.554449976637869841e-06
1.124000000000000000e+03,2.467543176470587962e+00,3.323306085241619494e-06
1.125000000000000000e+03,2.467213764705882273e+00,3.109112185764031405e-06
1.126000000000000000e+03,2.466736647058823451e+00,2.905403204986882255e-06
1.127000000000000000e+03,2.466161058823529206e+00,2.716534046766288049e-06
1.128000000000000000e+03,2.465585470588235406e+00,2.541415000013787284e-06
1.129000000000000000e+03,2.464989764705882269e+00,2.374872837959630259e-06
1.130000000000000000e+03,2.464313588235294006e+00,2.220546635733484407e-06
1.131000000000000000e+03,2.463637411764706187e+00,2.077374161432794428e-06
1.132000000000000000e+03,2.462961235294117923e+00,1.941217750990762532e-06
1.133000000000000000e+03,2.462396057142857142e+00,1.815116819965655589e-06
1.134000000000000000e+03,2.461858628571428564e+00,1.698063015009577274e-06
1.135000000000000000e+03,2.461321199999999987e+00,1.586748483973190028e-06
1.136000000000000000e+03,2.460832058823529511e+00,1.483710603328029291e-06
1.137000000000000000e+03,2.460455588235294311e+00,1.388010721919189481e-06
1.138000000000000000e+03,2.460079117647059110e+00,1.297005670088502510e-06
1.139000000000000000e+03,2.459702647058823910e+00,1.212812756035134249e-06
1.140000000000000000e+03,2.459409029411764980e+00,1.134571264110949094e-06
1.141000000000000000e+03,2.459124617647058919e+00,1.060170222686692159e-06
1.142000000000000000e+03,2.458840205882352858e+00,9.913756518704701643e-07
1.143000000000000000e+03,2.458526382352941297e+00,9.274076616516689833e-07
1.144000000000000000e+03,2.458183147058823348e+00,8.665812214125630177e-07
1.145000000000000000e+03,2.457839911764705843e+00,8.103687357538678862e-07
1.146000000000000000e+03,2.457486588235294089e+00,7.580703663131394668e-07
1.147000000000000000e+03,2.457042470588234995e+00,7.083418318624990012e-07
1.148000000000000000e+03,2.456598352941176344e+00,6.624102487965872780e-07
1.149000000000000000e+03,2.456154235294117250e+00,6.196526359046669710e-07
1.150000000000000000e+03,2.455678199999999922e+00,5.789971839752622296e-07
1.151000000000000000e+03,2.455188485714285829e+00,5.414661924487483090e-07
1.152000000000000000e+03,2.454698771428571291e+00,5.065088335429108522e-07
1.153000000000000000e+03,2.454212882352940994e+00,4.732710695876476513e-07
1.154000000000000000e+03,2.453742294117647216e+00,4.426042553621959296e-07
1.155000000000000000e+03,2.453271705882352993e+00,4.140241624748135905e-07
1.156000000000000000e+03,2.452801117647059215e+00,3.868507188473951700e-07
1.157000000000000000e+03,2.452385588235294289e+00,3.617926679809798248e-07
1.158000000000000000e+03,2.451983823529412021e+00,3.384264448954676792e-07
1.159000000000000000e+03,2.451582058823529753e+00,3.162108763376862001e-07
1.160000000000000000e+03,2.451204647058823571e+00,2.957357820351703154e-07
1.161000000000000000e+03,2.450863764705882630e+00,2.766322679917871995e-07
1.162000000000000000e+03,2.450522882352941245e+00,2.584700008255847605e-07
1.163000000000000000e+03,2.450181999999999860e+00,2.417396697662448073e-07
1.164000000000000000e+03,2.449860235294117672e+00,2.261212221321976248e-07
1.165000000000000000e+03,2.449538470588235484e+00,2.112727228897248498e-07
1.166000000000000000e+03,2.449216705882352851e+00,1.976022619277585673e-07
1.167000000000000000e+03,2.448899771428571626e+00,1.848331018803453706e-07
1.168000000000000000e+03,2.448586057142857264e+00,1.726937657594391979e-07
1.169000000000000000e+03,2.448272342857142903e+00,1.615235443065699412e-07
1.170000000000000000e+03,2.447957735294117754e+00,1.510838770669516103e-07
1.171000000000000000e+03,2.447635088235294187e+00,1.411594101977693341e-07
1.172000000000000000e+03,2.447312441176470621e+00,1.320321505059929871e-07
1.173000000000000000e+03,2.446989794117647055e+00,1.234970067059657303e-07
1.174000000000000000e+03,2.446682382352941332e+00,1.153832998962094246e-07
1.175000000000000000e+03,2.446381500000000209e+00,1.079253573806906267e-07
1.176000000000000000e+03,2.446080617647059086e+00,1.009472943124110213e-07
1.177000000000000000e+03,2.445788117647059057e+00,9.431396881065156835e-08
1.178000000000000000e+03,2.445515176470588248e+00,8.822003608132453661e-08
1.179000000000000000e+03,2.445242235294117883e+00,8.251499469193504660e-08
1.180000000000000000e+03,2.444969294117647074e+00,7.709195001641727563e-08
1.181000000000000000e+03,2.444710314285714503e+00,7.211255844397109176e-08
1.182000000000000000e+03,2.444452885714285539e+00,6.744830038843385046e-08
1.183000000000000000e+03,2.444195457142857020e+00,6.301471649959006526e-08
1.184000000000000000e+03,2.443913823529411555e+00,5.894602366476013374e-08
1.185000000000000000e+03,2.443595882352941118e+00,5.513267774913144425e-08
1.186000000000000000e+03,2.443277941176470236e+00,5.150802377434401197e-08
1.187000000000000000e+03,2.442959999999999798e+00,4.818346872713689506e-08
1.188000000000000000e+03,2.442541176470588216e+00,4.506580193563890073e-08
1.189000000000000000e+03,2.442122352941176633e+00,4.210248535320948437e-08
1.190000000000000000e+03,2.441703529411764606e+00,3.938597007161976886e-08
1.191000000000000000e+03,2.441234764705882299e+00,3.683706856895578549e-08
1.192000000000000000e+03,2.440732705882353137e+00,3.441442555107766958e-08
1.193000000000000000e+03,2.440230647058823532e+00,3.219474346721208987e-08
1.194000000000000000e+03,2.439729764705882431e+00,3.011084635990547849e-08
1.195000000000000000e+03,2.439233588235294015e+00,2.813022858114547790e-08
1.196000000000000000e+03,2.438737411764706042e+00,2.631651209413571793e-08
1.197000000000000000e+03,2.438241235294117626e+00,2.461278765730458325e-08
1.198000000000000000e+03,2.437868628571428609e+00,2.299354551898695787e-08
1.199000000000000000e+03,2.437526914285714330e+00,2.151154612855054935e-08
1.200000000000000000e+03,2.437185200000000052e+00,2.011863856736529984e-08
1.201000000000000000e+03,2.436893235294117499e+00,1.879483728699089408e-08
1.202000000000000000e+03,2.436717352941176529e+00,1.758388606667368614e-08
1.203000000000000000e+03,2.436541470588235558e+00,1.644509224627790543e-08
1.204000000000000000e+03,2.436365588235294144e+00,1.536282710074840933e-08
1.205000000000000000e+03,2.436296117647058779e+00,1.437335108108828561e-08
1.206000000000000000e+03,2.436238470588235394e+00,1.344231230165020794e-08
1.207000000000000000e+03,2.436180823529411565e+00,1.255751370854183214e-08
1.208000000000000000e+03,2.436095970588235016e+00,1.174900649780054853e-08
1.209000000000000000e+03,2.435983911764705745e+00,1.098782135635764466e-08
1.210000000000000000e+03,2.435871852941176474e+00,1.026446042205389209e-08
1.211000000000000000e+03,2.435744457142857033e+00,9.603823987382945941e-09
1.212000000000000000e+03,2.435479028571428728e+00,8.981505508604081423e-09
1.213000000000000000e+03,2.435213599999999978e+00,8.390126977819377005e-09
1.214000000000000000e+03,2.434948171428571673e+00,7.850316704000558965e-09
1.215000000000000000e+03,2.434581529411764755e+00,7.341530935603545828e-09
1.216000000000000000e+03,2.434147411764705726e+00,6.858053807598269227e-09
1.217000000000000000e+03,2.433713294117647141e+00,6.416971365838172396e-09
1.218000000000000000e+03,2.433267235294117370e+00,6.001006091577056953e-09
1.219000000000000000e+03,2.432773411764705962e+00,5.605743066953923469e-09
1.220000000000000000e+03,2.432279588235294110e+00,5.245331770865151870e-09
1.221000000000000000e+03,2.431785764705882702e+00,4.905253361095606789e-09
1.222000000000000000e+03,2.431360882352941122e+00,4.582109193221843174e-09
1.223000000000000000e+03,2.430953235294117665e+00,4.287614808385230499e-09
1.224000000000000000e+03,2.430545588235294208e+00,4.009578886512252443e-09
1.225000000000000000e+03,2.430194371428571642e+00,3.745394996118047144e-09
1.226000000000000000e+03,2.429927800000000193e+00,3.504761742828078505e-09
1.227000000000000000e+03,2.429661228571428744e+00,3.277449607161209825e-09
1.228000000000000000e+03,2.429394657142857294e+00,3.061468274116497946e-09
1.229000000000000000e+03,2.429225852941176544e+00,2.864845297345518517e-09
1.230000000000000000e+03,2.429067911764706267e+00,2.679003156898411399e-09
1.231000000000000000e+03,2.428909970588235545e+00,2.502429472053762414e-09
1.232000000000000000e+03,2.428766882352941359e+00,2.341767574889886877e-09
1.233000000000000000e+03,2.428638647058823707e+00,2.189829842827011118e-09
1.234000000000000000e+03,2.428510411764706056e+00,2.045473583360465279e-09
1.235000000000000000e+03,2.428378529411764575e+00,1.914195715309666546e-09
1.236000000000000000e+03,2.428213823529411730e+00,1.789977025423019688e-09
1.237000000000000000e+03,2.428049117647058885e+00,1.671959871438513122e-09
1.238000000000000000e+03,2.427884411764706041e+00,1.564691882299906831e-09
1.239000000000000000e+03,2.427675235294117773e+00,1.463135291371214079e-09
1.240000000000000000e+03,2.427446999999999910e+00,1.366651462049450314e-09
1.241000000000000000e+03,2.427218764705882048e+00,1.279002099177501101e-09
1.242000000000000000e+03,2.426971485714285670e+00,1.195973225218220535e-09
1.243000000000000000e+03,2.426679771428571275e+00,1.117093787956438142e-09
1.244000000000000000e+03,2.426388057142857324e+00,1.045474930610927010e-09
1.245000000000000000e+03,2.426096342857142929e+00,9.775936468722651407e-10
1.246000000000000000e+03,2.425742705882353079e+00,9.131065311298040334e-10
1.247000000000000000e+03,2.425373588235294253e+00,8.545863028085692460e-10
1.248000000000000000e+03,2.425004470588235428e+00,7.990891362316299026e-10
1.249000000000000000e+03,2.424614647058823458e+00,7.463683376297467592e-10
1.250000000000000000e+03,2.424193764705882437e+00,6.985510832124062479e-10
1.251000000000000000e+03,2.423772882352940972e+00,6.531787158742306214e-10
1.252000000000000000e+03,2.423351999999999951e+00,6.100773646765930332e-10
1.253000000000000000e+03,2.422914647058823423e+00,5.710055789777839853e-10
1.254000000000000000e+03,2.422477294117646895e+00,5.339108729600334773e-10
1.255000000000000000e+03,2.422039941176470368e+00,4.986738127808601514e-10
1.256000000000000000e+03,2.421645571428571397e+00,4.667480057412142866e-10
1.257000000000000000e+03,2.421279857142857317e+00,4.364208073005746719e-10
1.258000000000000000e+03,2.420914142857142792e+00,4.076131243155375787e-10
1.259000000000000000e+03,2.420560529411764694e+00,3.815263423345504536e-10
1.260000000000000000e+03,2.420315823529411769e+00,3.567320042955425974e-10
1.261000000000000000e+03,2.420071117647058845e+00,3.331805967139284601e-10
1.262000000000000000e+03,2.419826411764705920e+00,3.118649196104965658e-10
1.263000000000000000e+03,2.419675999999999938e+00,2.915940393362110076e-10
1.264000000000000000e+03,2.419566000000000106e+00,2.723398478765102866e-10
1.265000000000000000e+03,2.419456000000000273e+00,2.549226712117563054e-10
1.266000000000000000e+03,2.419372142857143082e+00,2.383499980678604192e-10
1.267000000000000000e+03,2.419349285714285980e+00,2.226089522833725196e-10
1.268000000000000000e+03,2.419326428571428877e+00,2.083772653658407366e-10
1.269000000000000000e+03,2.419303571428571331e+00,1.948281048629358355e-10
1.270000000000000000e+03,2.419246999999999925e+00,1.819635224572670340e-10
1.271000000000000000e+03,2.419182000000000166e+00,1.703303922791691027e-10
1.272000000000000000e+03,2.419116999999999962e+00,1.592531392526679811e-10
1.273000000000000000e+03,2.419000000000000039e+00,1.487414063440409270e-10
1.274000000000000000e+03,2.418804999999999872e+00,1.392303444824785395e-10
1.275000000000000000e+03,2.418610000000000149e+00,1.301740271702936174e-10
1.276000000000000000e+03,2.418414999999999981e+00,1.215848226972728151e-10
1.277000000000000000e+03,2.418076764705882287e+00,1.138087327305040568e-10
1.278000000000000000e+03,2.417738529411764592e+00,1.064046535932791578e-10
1.279000000000000000e+03,2.417400294117646897e+00,9.938635945275603241e-11
1.280000000000000000e+03,2.417010428571428449e+00,9.302875654388047456e-11
1.281000000000000000e+03,2.416586142857142683e+00,8.697548244394059292e-11
1.282000000000000000e+03,2.416161857142856917e+00,8.124078922553865732e-11
1.283000000000000000e+03,2.415737764705882196e+00,7.604291971056895646e-11
1.284000000000000000e+03,2.415315411764705544e+00,7.109401041286402706e-11
1.285000000000000000e+03,2.414893058823529337e+00,6.640815575207114717e-11
1.286000000000000000e+03,2.414470705882352686e+00,6.215846625544070298e-11
1.287000000000000000e+03,2.414106617647058695e+00,5.811244168689882678e-11
1.288000000000000000e+03,2.413767499999999622e+00,5.428359974787122253e-11
1.289000000000000000e+03,2.413428382352940993e+00,5.080912724898131621e-11
1.290000000000000000e+03,2.413119088235294196e+00,4.750126508958954506e-11
1.291000000000000000e+03,2.412879382352941082e+00,4.437269374982551353e-11
1.292000000000000000e+03,2.412639676470588412e+00,4.153202620014334551e-11
1.293000000000000000e+03,2.412399970588235298e+00,3.882765588970405447e-11
1.294000000000000000e+03,2.412235085714285798e+00,3.627128015420453179e-11
1.295000000000000000e+03,2.412078514285714181e+00,3.394880116049023744e-11
1.296000000000000000e+03,2.411921942857142565e+00,3.173782132249715838e-11
1.297000000000000000e+03,2.411771058823529490e+00,2.964899029026516768e-11
1.298000000000000000e+03,2.411628705882352897e+00,2.775017363681655652e-11
1.299000000000000000e+03,2.411486352941176747e+00,2.594256972506359520e-11
1.300000000000000000e+03,2.411344000000000154e+00,2.423577247275617732e-11
1.301000000000000000e+03,2.411186647058823684e+00,2.268333498073893030e-11
1.302000000000000000e+03,2.411029294117647215e+00,2.120551467253774187e-11
1.303000000000000000e+03,2.410871941176470745e+00,1.981087967548345992e-11
1.304000000000000000e+03,2.410698882352940942e+00,1.854163582918453361e-11
1.305000000000000000e+03,2.410515352941176470e+00,1.733343297897894724e-11
1.306000000000000000e+03,2.410331823529411555e+00,1.619386776560685228e-11
1.307000000000000000e+03,2.410145457142856884e+00,1.515615809537116639e-11
1.308000000000000000e+03,2.409947742857142750e+00,1.416838327926178247e-11
1.309000000000000000e+03,2.409750028571428615e+00,1.323723722436522921e-11
1.310000000000000000e+03,2.409552314285714036e+00,1.238882578633517281e-11
1.311000000000000000e+03,2.409351147058823361e+00,1.158126371951362321e-11
1.312000000000000000e+03,2.409148499999999693e+00,1.082041829761469574e-11
1.313000000000000000e+03,2.408945852941176469e+00,1.012677368143386834e-11
1.314000000000000000e+03,2.408746117647058593e+00,9.466545982590919741e-12
1.315000000000000000e+03,2.408553176470588308e+00,8.844854301698958982e-12
1.316000000000000000e+03,2.408360235294117579e+00,8.277744206007422855e-12
1.317000000000000000e+03,2.408167294117647295e+00,7.737970855993075889e-12
1.318000000000000000e+03,2.407983942857142790e+00,7.229982590616343722e-12
1.319000000000000000e+03,2.407801657142857099e+00,6.766324767663967914e-12
1.320000000000000000e+03,2.407619371428571409e+00,6.325029769508734878e-12
1.321000000000000000e+03,2.407429999999999737e+00,5.909949295228895206e-12
1.322000000000000000e+03,2.407229999999999759e+00,5.530872099611283515e-12
1.323000000000000000e+03,2.407029999999999781e+00,5.170088788476691027e-12
1.324000000000000000e+03,2.406829999999999803e+00,4.830923867018160658e-12
1.325000000000000000e+03,2.406581176470588002e+00,4.520998174011795008e-12
1.326000000000000000e+03,2.406332352941176644e+00,4.226037753429026286e-12
1.327000000000000000e+03,2.406083529411764843e+00,3.948903917761220998e-12
1.328000000000000000e+03,2.405796411764705933e+00,3.695515151161809114e-12
1.329000000000000000e+03,2.405483764705882432e+00,3.454368676915661436e-12
1.330000000000000000e+03,2.405171117647058932e+00,3.227920839852587613e-12
1.331000000000000000e+03,2.404849685714285368e+00,3.020755551437930711e-12
1.332000000000000000e+03,2.404493114285714217e+00,2.823605017168424685e-12
1.333000000000000000e+03,2.404136542857142622e+00,2.638573035104671416e-12
1.334000000000000000e+03,2.403779971428571471e+00,2.469199139916423909e-12
1.335000000000000000e+03,2.403400617647058812e+00,2.308017760106813022e-12
1.336000000000000000e+03,2.403011499999999856e+00,2.156826939163337486e-12
1.337000000000000000e+03,2.402622382352941344e+00,2.018350522460175127e-12
1.338000000000000000e+03,2.402248617647058992e+00,1.886575939769316597e-12
1.339000000000000000e+03,2.401910676470588424e+00,1.763036948927795590e-12
1.340000000000000000e+03,2.401572735294117855e+00,1.649821677031438343e-12
1.341000000000000000e+03,2.401234794117646842e+00,1.542088789740426012e-12
1.342000000000000000e+03,2.400993228571428606e+00,1.441144286873765416e-12
1.343000000000000000e+03,2.400762371428571296e+00,1.348582002036223660e-12
1.344000000000000000e+03,2.400531514285714429e+00,1.260504534571859518e-12
1.345000000000000000e+03,2.400341470588235548e+00,1.178022132946376468e-12
1.346000000000000000e+03,2.400212647058823645e+00,1.102345295505188961e-12
1.347000000000000000e+03,2.400083823529411742e+00,1.030337219387010699e-12
1.348000000000000000e+03,2.399954999999999838e+00,9.629403192616612080e-13
1.349000000000000000e+03,2.399914117647058642e+00,9.010686634982940616e-13
1.350000000000000000e+03,2.399873235294117446e+00,8.421981984153579805e-13
1.351000000000000000e+03,2.399832352941176250e+00,7.871277584549419270e-13
1.352000000000000000e+03,2.399805411764705632e+00,7.365429210444818674e-13
1.353000000000000000e+03,2.399787764705882509e+00,6.884131721490739623e-13
1.354000000000000000e+03,2.399770117647058942e+00,6.434147619582073057e-13
1.355000000000000000e+03,2.399743885714285874e+00,6.020577803666549072e-13
1.356000000000000000e+03,2.399683314285714353e+00,5.627091522717852593e-13
1.357000000000000000e+03,2.399622742857142832e+00,5.259406622949321693e-13
1.358000000000000000e+03,2.399562171428571755e+00,4.921281712769416510e-13
1.359000000000000000e+03,2.399452382352941449e+00,4.599585858088444681e-13
1.360000000000000000e+03,2.399321500000000107e+00,4.299148164969150448e-13
1.361000000000000000e+03,2.399190617647058765e+00,4.022705318538765471e-13
1.362000000000000000e+03,2.399039794117647340e+00,3.759702014323461575e-13
1.363000000000000000e+03,2.398842441176470608e+00,3.514212445663812124e-13
1.364000000000000000e+03,2.398645088235294320e+00,3.288199455136003349e-13
1.365000000000000000e+03,2.398447735294117589e+00,3.073180466194827077e-13
1.366000000000000000e+03,2.398224857142857047e+00,2.872589362944770751e-13
1.367000000000000000e+03,2.397999142857142996e+00,2.687806664792447993e-13
1.368000000000000000e+03,2.397773428571428500e+00,2.512017421444485671e-13
1.369000000000000000e+03,2.397553764705882440e+00,2.348113142648596469e-13
1.370000000000000000e+03,2.397343176470588144e+00,2.197039373773925259e-13
1.371000000000000000e+03,2.397132588235294293e+00,2.053322537216979053e-13
1.372000000000000000e+03,2.396921999999999997e+00,1.919395298309936918e-13
1.373000000000000000e+03,2.396756411764705774e+00,1.795881157842109047e-13
1.374000000000000000e+03,2.396590823529411551e+00,1.678385214500816003e-13
1.375000000000000000e+03,2.396425235294117773e+00,1.568952407419538389e-13
1.376000000000000000e+03,2.396286294117647042e+00,1.467970364028379368e-13
1.377000000000000000e+03,2.396165117647058640e+00,1.371911384876929247e-13
1.378000000000000000e+03,2.396043941176470682e+00,1.282493135360115476e-13
1.379000000000000000e+03,2.395927799999999941e+00,1.199932792854559432e-13
1.380000000000000000e+03,2.395831800000000289e+00,1.121399658185777396e-13
1.381000000000000000e+03,2.395735800000000193e+00,1.048335432201764865e-13
1.382000000000000000e+03,2.395639800000000097e+00,9.808362245047029959e-14
1.383000000000000000e+03,2.395517735294117934e+00,9.166313842087936911e-14
1.384000000000000000e+03,2.395384500000000028e+00,8.569301358899135045e-14
1.385000000000000000e+03,2.395251264705882122e+00,8.017445418161210692e-14
1.386000000000000000e+03,2.395094999999999974e+00,7.492538279793235196e-14
1.387000000000000000e+03,2.394884999999999931e+00,7.004715545366073241e-14
1.388000000000000000e+03,2.394674999999999887e+00,6.553532649850920092e-14
1.389000000000000000e+03,2.394464999999999844e+00,6.124394564211454082e-14
1.390000000000000000e+03,2.394186085714285817e+00,5.725791474787040245e-14
1.391000000000000000e+03,2.393899514285714236e+00,5.356916332407592906e-14
1.392000000000000000e+03,2.393612942857143100e+00,5.006074385797364857e-14
1.393000000000000000e+03,2.393295000000000172e+00,4.680373241332947435e-14
1.394000000000000000e+03,2.392930000000000224e+00,4.378790828472788314e-14
1.395000000000000000e+03,2.392564999999999831e+00,4.091959993958099826e-14
1.396000000000000000e+03,2.392199999999999882e+00,3.825827496945568503e-14
1.397000000000000000e+03,2.391809117647058613e+00,3.579261893421514730e-14
1.398000000000000000e+03,2.391418235294117789e+00,3.344763412827486255e-14
1.399000000000000000e+03,2.391027352941176520e+00,3.127304840237560956e-14
1.400000000000000000e+03,2.390664882352941500e+00,2.925719553898747161e-14
1.401000000000000000e+03,2.390321352941176425e+00,2.734005433192725485e-14
1.402000000000000000e+03,2.389977823529411793e+00,2.556318636865052348e-14
1.403000000000000000e+03,2.389651857142856883e+00,2.391508079859388022e-14
1.404000000000000000e+03,2.389396142857142635e+00,2.234772338167168182e-14
1.405000000000000000e+03,2.389140428571428387e+00,2.089583315664340987e-14
1.406000000000000000e+03,2.388884714285714139e+00,1.954838804435518675e-14
1.407000000000000000e+03,2.388684676470588020e+00,1.826699648983990882e-14
1.408000000000000000e+03,2.388508499999999923e+00,1.708064766195888836e-14
1.409000000000000000e+03,2.388332323529411827e+00,1.597901450531391149e-14
1.410000000000000000e+03,2.388177852941176127e+00,1.493141437468850820e-14
1.411000000000000000e+03,2.388074029411764609e+00,1.396204112790101761e-14
1.412000000000000000e+03,2.387970205882353092e+00,1.306137719176282621e-14
1.413000000000000000e+03,2.387866382352941574e+00,1.220491321048618599e-14
1.414000000000000000e+03,2.387786828571428543e+00,1.141283210457258977e-14
1.415000000000000000e+03,2.387709971428571443e+00,1.067647512547796725e-14
1.416000000000000000e+03,2.387633114285714342e+00,9.976274433211046370e-15
1.417000000000000000e+03,2.387544647058823521e+00,9.329059874294238687e-15
1.418000000000000000e+03,2.387438764705882566e+00,8.727035741205180557e-15
1.419000000000000000e+03,2.387332882352941166e+00,8.154588006183184278e-15
1.420000000000000000e+03,2.387227000000000210e+00,7.625744833247340253e-15
1.421000000000000000e+03,2.387075529411764929e+00,7.133547502241066050e-15
1.422000000000000000e+03,2.386924058823529649e+00,6.665544089342470127e-15
1.423000000000000000e+03,2.386772588235294368e+00,6.233422936151918055e-15
1.424000000000000000e+03,2.386596285714285948e+00,5.831016917540840906e-15
1.425000000000000000e+03,2.386403428571428620e+00,5.448401846798912498e-15
1.426000000000000000e+03,2.386210571428571292e+00,5.095312877155801284e-15
1.427000000000000000e+03,2.386013911764705675e+00,4.766317692829064385e-15
1.428000000000000000e+03,2.385783029411764566e+00,4.453511748060967020e-15
1.429000000000000000e+03,2.385552147058823458e+00,4.165000483191980844e-15
1.430000000000000000e+03,2.385321264705882349e+00,3.896023898675351708e-15
1.431000000000000000e+03,2.385095529411764836e+00,3.640290295635570815e-15
1.432000000000000000e+03,2.384871999999999659e+00,3.404545888098754128e-15
1.433000000000000000e+03,2.384648470588235369e+00,3.184638779403246287e-15
1.434000000000000000e+03,2.384437999999999835e+00,2.975564566418665112e-15
1.435000000000000000e+03,2.384257999999999988e+00,2.782936296912021431e-15
1.436000000000000000e+03,2.384078000000000142e+00,2.603146963156121511e-15
1.437000000000000000e+03,2.383898000000000295e+00,2.432219039226717602e-15
1.438000000000000000e+03,2.383750000000000036e+00,2.274821243025212870e-15
1.439000000000000000e+03,2.383610000000000007e+00,2.127831023580987063e-15
1.440000000000000000e+03,2.383469999999999978e+00,1.988089511272636183e-15
1.441000000000000000e+03,2.383346117647058726e+00,1.859478761082433736e-15
1.442000000000000000e+03,2.383246411764705641e+00,1.739304125364948481e-15
1.443000000000000000e+03,2.383146705882353000e+00,1.625058985325281872e-15
